URL,Countries_Filled,Country_Code,Continent,Companies,Company Headquarters,HQ_Country,HQ_Continent
https://www.business-humanrights.org/en/latest-news/tom-tailors-response/,BD,BD,Asia,Tom Tailor,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/us-polo-assn-did-not-respond/,BD,BD,Asia,US Polo Assn.,US,US,North America
https://www.business-humanrights.org/en/latest-news/zalando-did-not-respond/,BD,BD,Asia,Zalando SE,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/zeemans-response/,BD,BD,Asia,Zeeman,NL,NL,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-enagás/,ES|MX,ES,Europe,Enagás,ES,ES,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-enagás/,ES|MX,MX,South America,Enagás,ES,ES,Europe
https://www.business-humanrights.org/en/latest-news/response-by-lydian-international-3/,AM,AM,Asia,Lydian International,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/bhp-response/,BR,BR,South America,BHP,AU,AU,Australia
https://www.business-humanrights.org/en/latest-news/ing-response-2/,BR,BR,South America,ING,NL,NL,Europe
https://www.business-humanrights.org/en/latest-news/thyssenkrupp-response-3/,BR,BR,South America,Thyssenkrupp,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/samarco-non-response/,BR,BR,South America,Samarco Mineraçao S.A. (Joint venture between Vale S.A. (50%) and BHP (50%)),BR,BR,South America
https://www.business-humanrights.org/en/latest-news/vale-response-6/,BR,BR,South America,Vale,BR,BR,South America
https://www.business-humanrights.org/en/latest-news/tüv-süd-non-response/,BR,BR,South America,TÜV Süd,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/general-motors-non-response/,BR,BR,South America,General Motors,US,US,North America
https://www.business-humanrights.org/en/latest-news/resposta-da-allianz/,BR,BR,South America,Allianz,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/resposta-da-arcelor-mittal/,BR,BR,South America,ArcelorMittal,LU,LU,Europe
https://www.business-humanrights.org/en/latest-news/resposta-da-bhp/,BR,BR,South America,BHP,AU,AU,Australia
https://www.business-humanrights.org/en/latest-news/resposta-do-bnp-paribas/,BR,BR,South America,BNP Paribas,FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/resposta-hsbc/,BR,BR,South America,HSBC,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/resposta-da-ing/,BR,BR,South America,ING,NL,NL,Europe
https://www.business-humanrights.org/en/latest-news/resposta-da-thyssenkrupp-2/,BR,BR,South America,Thyssenkrupp,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/resposta-da-vale/,BR,BR,South America,Vale,BR,BR,South America
https://www.business-humanrights.org/en/latest-news/não-resposta-da-samarco/,BR,BR,South America,Samarco Mineraçao S.A. (Joint venture between Vale S.A. (50%) and BHP (50%)),BR,BR,South America
https://www.business-humanrights.org/en/latest-news/não-resposta-da-tüv-süd/,BR,BR,South America,TÜV Süd,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/não-resposta-da-general-motors/,BR,BR,South America,General Motors,US,US,North America
https://www.business-humanrights.org/en/latest-news/respuesta-de-elecnor/,ES|MX,ES,Europe,Elecnor,ES,ES,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-elecnor/,ES|MX,MX,South America,Elecnor,ES,ES,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-abengoa-2/,ES|MX,ES,Europe,Abengoa,ES,ES,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-abengoa-2/,ES|MX,MX,South America,Abengoa,ES,ES,Europe
https://www.business-humanrights.org/en/latest-news/response-by-nestle/,PH,PH,Asia,Nestlé,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/response-by-dmci-holdings/,PH,PH,Asia,DMCI Holdings,PH,PH,Asia
https://www.business-humanrights.org/en/latest-news/ms-company-did-not-respond/,PH,PH,Asia,M&S Company,PH,PH,Asia
https://www.business-humanrights.org/en/latest-news/silvicultural-industries-did-not-respond/,PH,PH,Asia,Silvicultural Industries,PH,PH,Asia
https://www.business-humanrights.org/en/latest-news/jack-wolfskins-response/,ID,ID,Asia,Jack Wolfskin,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/fast-retailings-response-2/,ID,ID,Asia,Fast Retailing|Uniqlo (part of Fast Retailing),JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/bmw-response-2/,BR,BR,South America,BMW,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/resposta-da-bmw-group/,BR,BR,South America,BMW,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/blackstones-response/,ID,ID,Asia,Blackstone,US,US,North America
https://www.business-humanrights.org/en/latest-news/deutsche-bank-response-3/,BR,BR,South America,Deutsche Bank,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/resposta-do-deutsche-bank/,BR,BR,South America,Deutsche Bank,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/farmacias-del-ahorro-no-respondió/,MX,MX,South America,Farmacias del Ahorro,MX,MX,South America
https://www.business-humanrights.org/en/latest-news/dz-bank-non-response/,BR,BR,South America,DZ BANK,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/letter-from-blackstone-to-un-experts/,US,US,North America,Blackstone,US,US,North America
https://www.business-humanrights.org/en/latest-news/response-from-us-steel/,US,US,North America,United States Steel (US Steel),US,US,North America
https://www.business-humanrights.org/en/latest-news/sunbird-bioenergy-did-not-respond/,SL,SL,Africa,Sunbird Bioenergy,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/daimler-response-2/,BR,BR,South America,Daimler AG,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/resposta-da-daimler/,BR,BR,South America,Daimler AG,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-ssr-mining/,AR,AR,South America,SSR Mining (formerly Silver Standard),CA,CA,North America
https://www.business-humanrights.org/en/latest-news/ford-response/,BR,BR,South America,Ford,US,US,North America
https://www.business-humanrights.org/en/latest-news/resposta-da-ford/,BR,BR,South America,Ford,US,US,North America
https://www.business-humanrights.org/en/latest-news/brasil-usina-gusa-nordeste-descarta-resíduos-tóxicos-e-incandescentes-que-têm-causado-graves-queimaduras-em-moradores-inclui-comentários-da-vale-mas-usina-não-comentou/,BR,BR,South America,Vale,BR,BR,South America
https://www.business-humanrights.org/en/latest-news/response-from-barrick-niugini-limited/,PG,PG,Australia,Barrick Gold|Barrick (Niugini) Limited,CA|PG,CA,North America
https://www.business-humanrights.org/en/latest-news/teleperformances-response-re-syndex-report/,BR|CO|FR|MX|PH|US,BR,South America,Téléperformance,FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/teleperformances-response-re-syndex-report/,BR|CO|FR|MX|PH|US,CO,South America,Téléperformance,FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/teleperformances-response-re-syndex-report/,BR|CO|FR|MX|PH|US,FR,Europe,Téléperformance,FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/teleperformances-response-re-syndex-report/,BR|CO|FR|MX|PH|US,MX,South America,Téléperformance,FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/teleperformances-response-re-syndex-report/,BR|CO|FR|MX|PH|US,PH,Asia,Téléperformance,FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/teleperformances-response-re-syndex-report/,BR|CO|FR|MX|PH|US,US,North America,Téléperformance,FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/requerimiento-de-prensa-frente-a-manifestaciones-en-la-dormida/,CL,CL,South America,Interconexión Eléctrica (ISA Group)|ISA Group,CO|US,CO,South America
https://www.business-humanrights.org/en/latest-news/response-by-volkswagen-3/,UA,UA,Europe,Volkswagen,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/bp-response-to-crude-accountability-letter/,AZ,AZ,Asia,bp,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/primarks-response-2/,BD,BD,Asia,Primark (part of Associated British Foods),GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/bps-response-re-influencemap-report-claiming-misleading-climate-related-branding-lobbying/,US,US,North America,bp,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/chevrons-response-re-influencemap-report-claiming-misleading-climate-related-branding-lobbying/,US,US,North America,Chevron,US,US,North America
https://www.business-humanrights.org/en/latest-news/exxonmobils-response-re-influencemap-report-claiming-misleading-climate-related-branding-lobbying/,US,US,North America,ExxonMobil,US,US,North America
https://www.business-humanrights.org/en/latest-news/rio-tintos-response-5/,US,US,North America,Rio Tinto,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/nfi-industries-response/,US,US,North America,"NFI Industries, Inc.",US,US,North America
https://www.business-humanrights.org/en/latest-news/hamad-al-sharji-peter-mansour-company-did-not-respond/,OM,OM,Asia,Hamad Al Sharji Peter Mansour & Company,OM,OM,Asia
https://www.business-humanrights.org/en/latest-news/shells-response-re-influencemap-report-claiming-misleading-climate-related-branding-lobbying/,US,US,North America,Shell plc,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/totals-response-re-influencemap-report-claiming-misleading-climate-related-branding-lobbying/,US,US,North America,TotalEnergies (formerly Total),FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/pvhs-response/,ET,ET,Africa,PVH (Phillips-Van Heusen),US,US,North America
https://www.business-humanrights.org/en/latest-news/hms-response-3/,ET,ET,Africa,Hennes & Mauritz (H&M),SE,SE,Europe
https://www.business-humanrights.org/en/latest-news/walmarts-response/,ET,ET,Africa,Walmart,US,US,North America
https://www.business-humanrights.org/en/latest-news/imperials-response/,ZA,ZA,Africa,Imperial Logistics,ZA,ZA,Africa
https://www.business-humanrights.org/en/latest-news/respuesta-de-reybanpac/,EC,EC,South America,"Rey Banano del Pacífico (Reybanpac, part of Favorita Fruit Company)",EC,EC,South America
https://www.business-humanrights.org/en/latest-news/response-by-reybanpac/,EC,EC,South America,"Rey Banano del Pacífico (Reybanpac, part of Favorita Fruit Company)",EC,EC,South America
https://www.business-humanrights.org/en/latest-news/respuesta-de-iberdrola-feb-2023/,MX,MX,South America,Iberdrola,ES,ES,Europe
https://www.business-humanrights.org/en/latest-news/grupo-méxico-no-respondió-3/,MX,MX,South America,Grupo México,MX,MX,South America
https://www.business-humanrights.org/en/latest-news/scatec-solar-no-respondió/,HN,HN,South America,Scatec Solar,NO,NO,Europe
https://www.business-humanrights.org/en/latest-news/antwort-von-bayer-2/,AR|BR|IN,AR,South America,Bayer,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/antwort-von-bayer-2/,AR|BR|IN,BR,South America,Bayer,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/antwort-von-bayer-2/,AR|BR|IN,IN,Asia,Bayer,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/motorola-solutions-responds-to-allegations-linking-its-products-to-war-crimes-2/,IL,IL,Asia,Motorola Solutions,US,US,North America
https://www.business-humanrights.org/en/latest-news/heidelberg-cement-responds-to-allegations-on-quarrying-in-the-settlments/,IL,IL,Asia,Heidelberg Materials (HeidelbergCement),DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/caterpillar-did-not-respond-3/,IL,IL,Asia,Caterpillar,US,US,North America
https://www.business-humanrights.org/en/latest-news/hewlett-packard-responds-to-allegations-on-supplying-products-linked-to-war-crimes/,IL,IL,Asia,Hewlett Packard Enterprise,US,US,North America
https://www.business-humanrights.org/en/latest-news/cemex-did-not-respond/,IL,IL,Asia,Cemex,MX,MX,South America
https://www.business-humanrights.org/en/latest-news/israel-discount-bank-did-not-respond-2/,IL,IL,Asia,Israel Discount Bank,IL,IL,Asia
https://www.business-humanrights.org/en/latest-news/first-international-bank-of-israel-did-not-respond-2/,IL,IL,Asia,First International Bank of Israel (FIBI),IL,IL,Asia
https://www.business-humanrights.org/en/latest-news/nestle-responds-to-allegations-of-refugee-labour-abuse-on-turkish-hazelnut-farms/,TR,TR,Asia,Nestlé,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/ulker-did-not-respond/,TR,TR,Asia,Ulker,TR,TR,Asia
https://www.business-humanrights.org/en/latest-news/reponse-by-anglo-american/,VE,VE,South America,Anglo American,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/response-from-exxonmobil/,US,US,North America,ExxonMobil,US,US,North America
https://www.business-humanrights.org/en/latest-news/response-from-shell/,US,US,North America,Shell plc,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/response-by-newmont-2/,GT,GT,South America,Newmont (formerly Newmont Goldcorp),US,US,North America
https://www.business-humanrights.org/en/latest-news/gerber-childrenswear-did-not-respond/,ET,ET,Africa,Gerber Childrenswear,US,US,North America
https://www.business-humanrights.org/en/latest-news/childrens-place-did-not-respond/,ET,ET,Africa,Children's Place,US,US,North America
https://www.business-humanrights.org/en/latest-news/uber-did-not-respond/,GB,GB,Europe,Uber,US,US,North America
https://www.business-humanrights.org/en/latest-news/juno-did-not-respond/,US,US,North America,Juno,US,US,North America
https://www.business-humanrights.org/en/latest-news/via-did-not-respond/,US,US,North America,"Via Transportation, Inc",US,US,North America
https://www.business-humanrights.org/en/latest-news/lyft-did-not-respond/,US,US,North America,Lyft,US,US,North America
https://www.business-humanrights.org/en/latest-news/response-by-conectas-to-un-global-compact/,BR,BR,South America,BHP|Samarco Mineraçao S.A. (Joint venture between Vale S.A. (50%) and BHP (50%))|Vale,AU|BR,AU,Australia
https://www.business-humanrights.org/en/latest-news/response-by-glencore-8/,BO|CO,BO,South America,Glencore,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/response-by-glencore-8/,BO|CO,CO,South America,Glencore,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-drummond-2/,CO,CO,South America,Drummond,US,US,North America
https://www.business-humanrights.org/en/latest-news/pan-american-silver-response/,GT,GT,South America,Pan American Silver,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/grupo-méxico-no-respondió-4/,MX,MX,South America,Grupo México,MX,MX,South America
https://www.business-humanrights.org/en/latest-news/konkola-copper-mines-did-not-respond/,ZM,ZM,Africa,Konkola Copper Mines (Joint venture between Vedanta Resources Limited ((79.4%) and ZCCM Investments Holdings (20.6%)),ZM,ZM,Africa
https://www.business-humanrights.org/en/latest-news/response-by-td-bank/,CA,CA,North America,Toronto-Dominion Bank (TD Bank),US,US,North America
https://www.business-humanrights.org/en/latest-news/del-monte-fresh-did-not-respond/,PA,PA,South America,Fresh Del Monte Produce,US,US,North America
https://www.business-humanrights.org/en/latest-news/respuesta-de-sunpower/,MX,MX,South America,SunPower,US,US,North America
https://www.business-humanrights.org/en/latest-news/del-monte-fresh-no-respondió/,PA,PA,South America,Fresh Del Monte Produce,US,US,North America
https://www.business-humanrights.org/en/latest-news/respuesta-minera-autlán/,MX,MX,South America,Minera Autlán (part of Grupo Ferrominero),MX,MX,South America
https://www.business-humanrights.org/en/latest-news/response-by-deutsche-bank-2/,DE,DE,Europe,Deutsche Bank,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/response-by-barclays/,GB,GB,Europe,Barclays,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/response-by-hsbc/,GB,GB,Europe,HSBC,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/smbc-group/,JP,JP,Asia,Sumitomo Mitsui Financial Group,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/response-by-bank-of-montreal/,CA,CA,North America,Bank of Montreal,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/response-by-scotiabank/,CA,CA,North America,Scotiabank,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/response-by-royal-bank-of-canada/,CA,CA,North America,Royal Bank of Canada,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/response-by-jpmorgan-chase/,US,US,North America,JPMorgan Chase|J.P. Morgan (part of JPMorgan Chase),US,US,North America
https://www.business-humanrights.org/en/latest-news/response-by-wells-fargo/,US,US,North America,Wells Fargo,US,US,North America
https://www.business-humanrights.org/en/latest-news/response-by-citi/,US,US,North America,Citibank (part of Citigroup)|Citigroup,US,US,North America
https://www.business-humanrights.org/en/latest-news/response-by-morgan-stanley/,US,US,North America,Morgan Stanley,US,US,North America
https://www.business-humanrights.org/en/latest-news/goldman-sachs-did-not-respond-3/,US,US,North America,Goldman Sachs,US,US,North America
https://www.business-humanrights.org/en/latest-news/naf-nafs-response/,RO,RO,Europe,Naf Naf,FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/max-maras-response/,RO,RO,Europe,Max Mara Fashion Group,IT,IT,Europe
https://www.business-humanrights.org/en/latest-news/benetton-groups-response/,RO,RO,Europe,Benetton Group,IT,IT,Europe
https://www.business-humanrights.org/en/latest-news/daegyoung-apparel-did-not-respond/,KR,KR,Asia,Daegyoung Apparel,KR,KR,Asia
https://www.business-humanrights.org/en/latest-news/kohls-did-not-respond/,DE,DE,Europe,Kohl's,US,US,North America
https://www.business-humanrights.org/en/latest-news/response-by-mizuho/,JP,JP,Asia,Mizuho Financial Group,JP,JP,Asia
https://www.business-humanrights.org/en/latest-news/ica-response-re-defender-jorge-acosta/,EC,EC,South America,ICA,SE,SE,Europe
https://www.business-humanrights.org/en/latest-news/fyffes-did-not-respond-re-defender-jorge-acosta/,EC,EC,South America,Fyffes,IE,IE,Europe
https://www.business-humanrights.org/en/latest-news/del-monte-foods-did-not-respond-re-jorge-acosta/,EC,EC,South America,Del Monte Foods,US,US,North America
https://www.business-humanrights.org/en/latest-news/noboa-did-not-respond-re-jorge-acosta/,EC,EC,South America,Grupo Noboa,EC,EC,South America
https://www.business-humanrights.org/en/latest-news/xiang-lin-si-did-not-respond/,MY|SB,MY,Asia,Xiang Lin SI Ltd.,MY,MY,Asia
https://www.business-humanrights.org/en/latest-news/xiang-lin-si-did-not-respond/,MY|SB,SB,Australia,Xiang Lin SI Ltd.,MY,MY,Asia
https://www.business-humanrights.org/en/latest-news/response-by-bunge/,US,US,North America,Bunge,US,US,North America
https://www.business-humanrights.org/en/latest-news/cargill-did-not-respond/,US,US,North America,Cargill,US,US,North America
https://www.business-humanrights.org/en/latest-news/response-by-chiquita/,CH,CH,Europe,Chiquita,US,US,North America
https://www.business-humanrights.org/en/latest-news/response-by-ecom/,CH,CH,Europe,Ecom Agroindustrial,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/response-by-glencore-agriculture/,CH,CH,Europe,Glencore,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/response-by-louis-dreyfus/,NL,NL,Europe,Louis Dreyfus,FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/neumann-kaffee-gruppe-did-not-respond/,DE,DE,Europe,Neumann Kaffee Gruppe,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/response-by-olam-2/,SG,SG,Asia,Olam,SG,SG,Asia
https://www.business-humanrights.org/en/latest-news/response-by-paul-reinhart/,CH,CH,Europe,Paul Reinhart,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/response-by-socotab-frana/,CH,CH,Europe,Socotab,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/response-by-volcafe/,CH,CH,Europe,Volcafe (part of ED&F Man),SG,SG,Asia
https://www.business-humanrights.org/en/latest-news/response-by-sucafina/,CH,CH,Europe,Sucafina,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/response-by-cofco-international/,CH,CH,Europe,COFCO International,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/panausts-response/,PG,PG,Australia,PanAust,AU,AU,Australia
https://www.business-humanrights.org/en/latest-news/totals-response-6/,FR,FR,Europe,TotalEnergies (formerly Total),FR,FR,Europe
https://www.business-humanrights.org/en/latest-news/facebook-did-not-respond/,JO,JO,Asia,Meta (formerly Facebook),US,US,North America
https://www.business-humanrights.org/en/latest-news/respuesta-de-enerfín-grupo-elecnor/,CO,CO,South America,Elecnor|Enerfín (part of Grupo Elecnor),ES,ES,Europe
https://www.business-humanrights.org/en/latest-news/no-respuesta-de-isagen/,CO,CO,South America,Brookfield Asset Management|Isagen (part of Brookfield),CA|CO,CA,North America
https://www.business-humanrights.org/en/latest-news/respuesta-de-epm-5/,CO,CO,South America,EPM (Empresas Públicas de Medellín),CO,CO,South America
https://www.business-humanrights.org/en/latest-news/respuesta-de-celsia/,CO,CO,South America,CELSIA (part or Grupo Argos)|Grupo Argos,CO,CO,South America
https://www.business-humanrights.org/en/latest-news/respuesta-de-acquaire/,CO,CO,South America,Acquaire,CO,CO,South America
https://www.business-humanrights.org/en/latest-news/respuesta-de-alupar/,CO,CO,South America,Alupar,BR,BR,South America
https://www.business-humanrights.org/en/latest-news/respuesta-de-statkraft/,CL,CL,South America,Statkraft,NO,NO,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-enel-2/,CO,CO,South America,Enel Green Power (part of Enel),IT,IT,Europe
https://www.business-humanrights.org/en/latest-news/no-respuesta-de-grupo-renovatio/,CO,CO,South America,Grupo Renovatio,AT,AT,Europe
https://www.business-humanrights.org/en/latest-news/no-respuesta-de-jemeiwaakai/,CO,CO,South America,Jemeiwaakai,CO,CO,South America
https://www.business-humanrights.org/en/latest-news/no-respuesta-de-sowitec/,CO,CO,South America,Sowitec,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/no-respuesta-de-ic-asesorías/,CO,CO,South America,AMDA Energía|IC Asesorías (part of Amda Energía),CO|ES,CO,South America
https://www.business-humanrights.org/en/latest-news/no-respuesta-de-colgeólica/,CO,CO,South America,Colgeólica,CO,CO,South America
https://www.business-humanrights.org/en/latest-news/no-respuesta-de-martifer/,CO,CO,South America,Martifer,PT,PT,Europe
https://www.business-humanrights.org/en/latest-news/response-by-statkraft/,CL,CL,South America,Statkraft,NO,NO,Europe
https://www.business-humanrights.org/en/latest-news/response-by-gener-2/,AL,AL,Europe,Gener 2,AL,AL,Europe
https://www.business-humanrights.org/en/latest-news/tplani-shpk-did-not-respond/,AL,AL,Europe,Tplani SHpK,AL,AL,Europe
https://www.business-humanrights.org/en/latest-news/brecani-security-did-not-respond/,AL,AL,Europe,Brecani Security,AL,AL,Europe
https://www.business-humanrights.org/en/latest-news/response-by-pt-panarub-dwikarya-benua/,ID,ID,Asia,PT. Panarub Dwi Karya,ID,ID,Asia
https://www.business-humanrights.org/en/latest-news/quint-major-industrial-did-not-respond/,KH,KH,Asia,Quint Major Industrial,KH,KH,Asia
https://www.business-humanrights.org/en/latest-news/vf-corporation-did-not-respond/,KH,KH,Asia,VF Corporation,US,US,North America
https://www.business-humanrights.org/en/latest-news/samsungs-response-to-sherpa-case/,CN|FR|KR|VN,CN,Asia,Samsung Electronics,KR,KR,Asia
https://www.business-humanrights.org/en/latest-news/samsungs-response-to-sherpa-case/,CN|FR|KR|VN,FR,Europe,Samsung Electronics,KR,KR,Asia
https://www.business-humanrights.org/en/latest-news/samsungs-response-to-sherpa-case/,CN|FR|KR|VN,KR,Asia,Samsung Electronics,KR,KR,Asia
https://www.business-humanrights.org/en/latest-news/samsungs-response-to-sherpa-case/,CN|FR|KR|VN,VN,Asia,Samsung Electronics,KR,KR,Asia
https://www.business-humanrights.org/en/latest-news/respuesta-de-gildan-3/,HN,HN,South America,Gildan Activewear,CA,CA,North America
https://www.business-humanrights.org/en/latest-news/shanghai-cred-did-not-respond/,AU,AU,Australia,"Shanghai CRED Real Estate Stock Co., Ltd.",CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/response-by-pepmaco/,PH,PH,Asia,Peerless Products Manufacturing Corporation (Pepmaco),PH,PH,Asia
https://www.business-humanrights.org/en/latest-news/response-by-imperial-pacific-international/,US,US,North America,Imperial Pacific International,CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/nxps-response/,MY,MY,Asia,NXP Semiconductors,NL,NL,Europe
https://www.business-humanrights.org/en/latest-news/vishay-did-not-respond/,MY,MY,Asia,Vishay Intertechnology,US,US,North America
https://www.business-humanrights.org/en/latest-news/texas-instruments-did-not-respond/,MY,MY,Asia,Texas Instruments,US,US,North America
https://www.business-humanrights.org/en/latest-news/boohoos-response/,GB,GB,Europe,Boohoo,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/amazons-response-3/,GB,GB,Europe,Amazon.com,US,US,North America
https://www.business-humanrights.org/en/latest-news/respuesta-pan-american-silver/,GT,GT,South America,Pan American Silver|Tahoe Resources (now Pan American Silver),CA,CA,North America
https://www.business-humanrights.org/en/latest-news/keytrades-response/,MA,MA,Africa,Keytrade,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/ameropas-response/,MA,MA,Africa,Ameropa,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/yaras-response/,MA,MA,Africa,Yara,NO,NO,Europe
https://www.business-humanrights.org/en/latest-news/actatrades-non-response/,MA,MA,Africa,Actatrade,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/lad-trades-non-response/,MA,MA,Africa,LAD Trade,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/vertiqals-non-response/,MA,MA,Africa,Vertiqal,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/mekatrades-non-response/,MA,MA,Africa,Mekatrade,SG,SG,Asia
https://www.business-humanrights.org/en/latest-news/helms-non-response/,MA,MA,Africa,Helm,DE,DE,Europe
https://www.business-humanrights.org/en/latest-news/indagros-non-response/,MA,MA,Africa,Indagro,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/response-by-pan-american-silver/,GT,GT,South America,Pan American Silver|Tahoe Resources (now Pan American Silver),CA,CA,North America
https://www.business-humanrights.org/en/latest-news/response-by-statkraft-2/,CL,CL,South America,Statkraft,NO,NO,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-statkraft-2/,CL,CL,South America,Statkraft,NO,NO,Europe
https://www.business-humanrights.org/en/latest-news/respuesta-de-statkraft-3/,CL,CL,South America,Statkraft,NO,NO,Europe
https://www.business-humanrights.org/en/latest-news/fidelity-investments-response/,BR,BR,South America,Fidelity Investments (FMR LLC),US,US,North America
https://www.business-humanrights.org/en/latest-news/resposta-da-minerva/,BR,BR,South America,Minerva Foods,BR,BR,South America
https://www.business-humanrights.org/en/latest-news/resposta-da-benevides-madeiras/,BR,BR,South America,Argus Comercio E Exportacao De Alimentos Ltda|Benevides Madeiras|Tradelink,BR,BR,South America
https://www.business-humanrights.org/en/latest-news/bank-of-china-did-not-respond/,CN,CN,Asia,Bank of China,CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/zijin-did-not-respond/,PG,PG,Australia,Zijin Mining,CN,CN,Asia
https://www.business-humanrights.org/en/latest-news/brandes-investment-partners-response/,BR,BR,South America,Brandes Investment Partners,US,US,North America
https://www.business-humanrights.org/en/latest-news/citigroup-response/,BR,BR,South America,Citigroup,US,US,North America
https://www.business-humanrights.org/en/latest-news/boa-franc-response/,BR,BR,South America,Boa-Franc,US,US,North America
https://www.business-humanrights.org/en/latest-news/robinson-lumber-company-response/,BR,BR,South America,Robinson Lumber Company,US,US,North America
https://www.business-humanrights.org/en/latest-news/resposta-da-umanizzare/,BR,BR,South America,Umanizzare Gestão Prisional e Serviços,BR,BR,South America
https://www.business-humanrights.org/en/latest-news/azimut-group-response/,BR,BR,South America,Azimut Group,IT,IT,Europe
https://www.business-humanrights.org/en/latest-news/hsbc-response-4/,BR,BR,South America,HSBC,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/credit-suisse-response-2/,BR,BR,South America,Credit Suisse,CH,CH,Europe
https://www.business-humanrights.org/en/latest-news/barclays-response-3/,BR,BR,South America,Barclays,GB,GB,Europe
https://www.business-humanrights.org/en/latest-news/ing-response-3/,BR,BR,South America,ING Bank,NL,NL,Europe
https://www.business-humanrights.org/en/latest-news/abn-amro-response/,BR,BR,South America,ABN Amro,NL,NL,Europe
https://www.business-humanrights.org/en/latest-news/bnp-paribas-response-4/,BR,BR,South America,BNP Paribas,FR,FR,Europe
